"id","full_name","age","gender","device_type","ad_position","browsing_history","time_of_day","click","row_id"
2854,"user2854",40,"female","desktop","bottom","entertaiment","afternoon",0,4760
7581,"user7581",40,"female","mobile","side","entertaiment","morning",0,4761
8745,"user8745",40,"female","mobile","bottom","education","night",0,4766
2922,"user2922",56,"non-binary","desktop","top","entertaiment","evening",0,4769
7445,"user7445",43,"non-binary","desktop","bottom","entertaiment","night",0,4778
5339,"user5339",24,"female","desktop","top","education","evening",0,4784
7228,"user7228",40,"female","desktop","bottom","shopping","night",0,4788
5187,"user5187",18,"female","tablet","side","entertaiment","morning",0,4796
682,"user682",42,"female","mobile","side","entertaiment","morning",0,4798
4691,"user4691",49,"female","tablet","top","entertaiment","evening",0,4799
5671,"user5671",61,"non-binary","mobile","top","entertaiment","night",0,4800
364,"user364",54,"female","desktop","top","entertaiment","evening",0,4801
3685,"user3685",40,"female","mobile","side","entertaiment","morning",0,4804
2111,"user2111",40,"female","tablet","bottom","entertainment","afternoon",0,4806
1280,"user1280",28,"male","tablet","bottom","news","morning",0,4809
3188,"user3188",40,"female","tablet","side","education","morning",0,4810
3824,"user3824",59,"male","tablet","side","entertaiment","morning",0,4813
4267,"user4267",24,"female","desktop","top","shopping","night",0,4814
3909,"user3909",40,"female","mobile","top","social media","night",0,4815
543,"user543",64,"female","mobile","side","entertaiment","night",0,4819
4250,"user4250",40,"female","tablet","top","entertaiment","evening",0,4821
4058,"user4058",33,"female","tablet","bottom","news","evening",1,4822
306,"user306",40,"female","mobile","bottom","entertaiment","night",0,4825
7609,"user7609",40,"female","tablet","bottom","entertaiment","morning",0,4826
4639,"user4639",32,"female","mobile","side","education","night",0,4828
3003,"user3003",64,"female","mobile","bottom","entertaiment","morning",0,4830
6144,"user6144",40,"female","desktop","top","entertaiment","afternoon",0,4832
1265,"user1265",40,"female","mobile","bottom","shopping","night",0,4837
105,"user105",40,"non-binary","desktop","side","entertaiment","morning",0,4840
3132,"user3132",51,"male","desktop","side","entertaiment","afternoon",0,4843
3230,"user3230",45,"male","mobile","top","entertainment","morning",0,4844
5460,"user5460",40,"female","desktop","top","education","afternoon",0,4845
5988,"user5988",62,"female","desktop","bottom","entertaiment","afternoon",0,4847
3676,"user3676",54,"female","mobile","bottom","entertaiment","evening",0,4852
9622,"user9622",40,"female","mobile","side","entertainment","morning",0,4853
1566,"user1566",56,"non-binary","mobile","side","news","morning",0,4856
4552,"user4552",40,"non-binary","desktop","bottom","entertaiment","morning",0,4857
9395,"user9395",27,"female","tablet","top","entertaiment","evening",0,4860
8749,"user8749",51,"male","desktop","top","news","morning",0,4863
1188,"user1188",40,"female","desktop","bottom","entertaiment","evening",0,4864
4007,"user4007",40,"female","desktop","top","shopping","morning",0,4865
1619,"user1619",37,"female","desktop","side","entertaiment","evening",0,4867
598,"user598",50,"female","mobile","bottom","education","morning",0,4869
4754,"user4754",41,"female","tablet","top","education","evening",0,4874
8942,"user8942",53,"female","mobile","side","entertaiment","morning",0,4875
8550,"user8550",29,"female","desktop","top","social media","morning",0,4877
6019,"user6019",40,"female","desktop","top","news","morning",0,4878
8228,"user8228",49,"male","mobile","side","entertaiment","morning",0,4880
691,"user691",40,"non-binary","desktop","top","entertaiment","morning",0,4882
4370,"user4370",40,"male","tablet","top","entertaiment","evening",0,4883
8647,"user8647",40,"female","desktop","top","shopping","morning",1,4886
7730,"user7730",40,"male","mobile","side","entertaiment","morning",0,4889
7942,"user7942",29,"male","tablet","top","education","night",0,4892
675,"user675",40,"female","desktop","bottom","entertaiment","afternoon",0,4894
8984,"user8984",40,"non-binary","mobile","side","entertaiment","afternoon",0,4895
70,"user70",23,"female","desktop","top","entertaiment","night",0,4897
9062,"user9062",26,"female","desktop","side","entertainment","morning",0,4906
3548,"user3548",57,"female","tablet","top","education","afternoon",0,4907
2904,"user2904",40,"non-binary","desktop","side","shopping","morning",0,4908
3208,"user3208",27,"female","mobile","side","social media","morning",0,4910
815,"user815",60,"female","desktop","bottom","entertainment","night",0,4914
7431,"user7431",62,"male","mobile","bottom","entertaiment","evening",0,4919
9902,"user9902",61,"female","mobile","side","entertainment","night",0,4921
8843,"user8843",40,"male","desktop","top","entertaiment","evening",0,4927
1727,"user1727",45,"female","desktop","bottom","education","night",0,4928
1561,"user1561",56,"female","mobile","top","entertaiment","night",0,4929
8020,"user8020",40,"female","desktop","top","social media","morning",0,4930
983,"user983",40,"female","mobile","bottom","entertaiment","night",0,4931
5580,"user5580",58,"female","mobile","side","entertaiment","morning",0,4933
745,"user745",38,"female","desktop","bottom","entertaiment","evening",0,4935
1064,"user1064",40,"female","desktop","bottom","entertaiment","morning",0,4942
1631,"user1631",53,"non-binary","mobile","side","shopping","evening",0,4944
3473,"user3473",40,"female","desktop","bottom","news","night",0,4945
6826,"user6826",43,"female","tablet","top","entertaiment","morning",0,4946
6832,"user6832",38,"non-binary","desktop","bottom","social media","morning",0,4950
4497,"user4497",48,"female","tablet","top","entertaiment","evening",0,4951
513,"user513",52,"female","mobile","top","entertaiment","evening",0,4955
5932,"user5932",40,"female","desktop","bottom","education","evening",0,4959
8783,"user8783",46,"female","desktop","top","entertainment","morning",0,4961
8155,"user8155",40,"female","desktop","bottom","shopping","evening",0,4962
6586,"user6586",57,"female","desktop","side","entertaiment","evening",0,4963
4312,"user4312",40,"female","desktop","bottom","entertainment","afternoon",0,4965
4416,"user4416",24,"female","mobile","top","entertaiment","morning",0,4980
1464,"user1464",40,"female","desktop","side","shopping","morning",0,4985
8791,"user8791",40,"female","desktop","top","entertaiment","night",0,4991
1768,"user1768",40,"male","desktop","bottom","entertaiment","morning",0,4992
3652,"user3652",55,"female","desktop","bottom","news","night",0,4994
8682,"user8682",40,"female","desktop","bottom","social media","night",0,4998
5413,"user5413",53,"female","mobile","bottom","entertaiment","morning",0,4999
9841,"user9841",40,"female","mobile","side","entertaiment","morning",0,5003
6343,"user6343",40,"female","tablet","side","entertaiment","evening",0,5005
3966,"user3966",28,"male","tablet","top","shopping","night",0,5006
5347,"user5347",40,"female","tablet","bottom","entertaiment","evening",0,5007
1068,"user1068",54,"female","tablet","top","entertaiment","morning",0,5008
3120,"user3120",60,"female","tablet","bottom","social media","night",0,5012
9608,"user9608",56,"female","mobile","bottom","entertaiment","night",0,5013
1971,"user1971",40,"male","desktop","side","education","night",0,5016
7712,"user7712",49,"non-binary","desktop","side","education","afternoon",0,5022
62,"user62",40,"male","tablet","side","education","afternoon",0,5027
2543,"user2543",40,"female","desktop","bottom","entertaiment","night",0,5028
4268,"user4268",33,"female","mobile","bottom","shopping","night",0,5033
5917,"user5917",32,"female","tablet","bottom","education","morning",0,5035
4933,"user4933",40,"female","mobile","top","entertaiment","morning",0,5037
5876,"user5876",55,"male","desktop","top","entertaiment","morning",0,5039
9893,"user9893",40,"female","tablet","bottom","news","morning",0,5042
2046,"user2046",40,"female","desktop","side","entertainment","morning",0,5044
9204,"user9204",42,"female","mobile","bottom","shopping","afternoon",0,5047
5630,"user5630",40,"female","tablet","bottom","shopping","morning",0,5049
1911,"user1911",23,"non-binary","tablet","side","entertainment","morning",0,5053
7547,"user7547",37,"female","desktop","bottom","entertaiment","night",0,5056
4679,"user4679",30,"female","desktop","top","entertainment","afternoon",0,5057
4063,"user4063",40,"female","tablet","bottom","entertaiment","morning",0,5065
9358,"user9358",47,"female","desktop","bottom","shopping","evening",0,5066
6812,"user6812",40,"female","tablet","top","entertainment","morning",0,5068
3659,"user3659",40,"female","tablet","side","news","afternoon",0,5071
8308,"user8308",26,"female","mobile","bottom","education","afternoon",0,5074
1841,"user1841",40,"female","desktop","top","shopping","night",0,5075
1716,"user1716",40,"female","desktop","top","shopping","morning",0,5080
4222,"user4222",59,"male","desktop","side","entertaiment","night",0,5091
9859,"user9859",40,"female","desktop","top","entertaiment","morning",0,5097
2470,"user2470",20,"non-binary","tablet","side","entertainment","afternoon",0,5098
5136,"user5136",40,"female","mobile","top","entertaiment","morning",0,5099
4382,"user4382",40,"female","mobile","bottom","education","morning",0,5103
5690,"user5690",34,"male","tablet","side","shopping","morning",0,5104
8233,"user8233",40,"female","mobile","side","entertaiment","afternoon",0,5106
9801,"user9801",40,"female","desktop","bottom","entertaiment","night",0,5108
4845,"user4845",57,"female","desktop","bottom","social media","afternoon",0,5110
2830,"user2830",40,"non-binary","tablet","bottom","education","morning",0,5113
6493,"user6493",63,"non-binary","desktop","bottom","entertaiment","evening",0,5114
8822,"user8822",30,"female","tablet","bottom","entertaiment","morning",0,5116
5174,"user5174",40,"female","mobile","side","entertaiment","evening",0,5120
4336,"user4336",38,"female","desktop","top","education","night",0,5121
4791,"user4791",34,"non-binary","mobile","bottom","news","morning",0,5129
1815,"user1815",40,"female","desktop","side","social media","night",0,5130
8514,"user8514",47,"female","mobile","side","entertaiment","morning",0,5133
4560,"user4560",26,"female","desktop","side","shopping","night",0,5135
2483,"user2483",53,"non-binary","mobile","bottom","entertaiment","afternoon",0,5138
8249,"user8249",24,"female","tablet","top","education","morning",0,5141
7618,"user7618",58,"female","desktop","bottom","entertainment","evening",0,5143
8662,"user8662",40,"male","mobile","bottom","entertaiment","night",0,5146
245,"user245",32,"non-binary","tablet","side","entertaiment","afternoon",0,5149
9713,"user9713",34,"female","mobile","top","entertaiment","night",0,5152
1012,"user1012",56,"female","desktop","side","entertaiment","night",0,5153
7819,"user7819",23,"female","desktop","top","social media","morning",0,5154
7593,"user7593",54,"female","tablet","bottom","social media","evening",0,5156
6725,"user6725",22,"female","desktop","top","shopping","evening",0,5161
8362,"user8362",36,"female","mobile","side","news","morning",0,5164
7646,"user7646",40,"female","desktop","bottom","social media","afternoon",0,5167
6345,"user6345",40,"female","mobile","top","entertaiment","morning",0,5173
9775,"user9775",31,"female","tablet","side","shopping","afternoon",0,5174
5482,"user5482",34,"female","mobile","bottom","entertainment","evening",0,5175
2596,"user2596",52,"female","mobile","bottom","social media","afternoon",0,5177
692,"user692",40,"non-binary","desktop","bottom","entertaiment","night",0,5179
2839,"user2839",54,"female","desktop","bottom","education","afternoon",0,5183
2157,"user2157",42,"female","desktop","side","shopping","night",0,5185
6056,"user6056",40,"non-binary","mobile","top","news","night",0,5186
8595,"user8595",62,"non-binary","mobile","bottom","social media","night",0,5190
3011,"user3011",40,"non-binary","mobile","bottom","entertaiment","morning",0,5192
9833,"user9833",34,"female","desktop","side","social media","night",0,5195
7600,"user7600",52,"female","desktop","bottom","entertaiment","afternoon",0,5196
2977,"user2977",52,"female","desktop","bottom","entertaiment","evening",0,5197
4906,"user4906",40,"male","desktop","bottom","entertaiment","evening",0,5199
8760,"user8760",40,"female","tablet","bottom","news","night",0,5201
8737,"user8737",43,"male","mobile","side","entertaiment","morning",0,5206
2275,"user2275",28,"female","mobile","bottom","news","morning",0,5209
4019,"user4019",40,"male","tablet","top","shopping","evening",0,5217
5586,"user5586",40,"female","desktop","bottom","entertaiment","afternoon",0,5218
6272,"user6272",40,"female","desktop","bottom","entertaiment","morning",0,5219
5779,"user5779",55,"female","tablet","bottom","entertaiment","night",0,5222
6661,"user6661",30,"female","desktop","bottom","entertaiment","evening",0,5224
9860,"user9860",40,"non-binary","mobile","side","entertaiment","night",0,5225
1166,"user1166",40,"female","mobile","bottom","entertaiment","evening",0,5230
3412,"user3412",20,"non-binary","desktop","top","social media","morning",0,5231
9493,"user9493",60,"male","desktop","side","entertaiment","evening",0,5239
8733,"user8733",40,"female","tablet","bottom","entertaiment","night",0,5240
2453,"user2453",40,"female","desktop","bottom","social media","afternoon",0,5242
1832,"user1832",40,"female","tablet","side","entertaiment","morning",0,5243
4868,"user4868",40,"female","desktop","top","news","morning",0,5244
6468,"user6468",40,"female","tablet","bottom","social media","morning",0,5250
4678,"user4678",40,"female","tablet","bottom","entertaiment","afternoon",0,5252
5022,"user5022",48,"female","mobile","bottom","news","morning",0,5254
6263,"user6263",40,"non-binary","desktop","bottom","entertainment","night",0,5255
7185,"user7185",63,"female","desktop","side","entertainment","evening",0,5260
7484,"user7484",27,"non-binary","mobile","side","entertaiment","night",0,5265
491,"user491",40,"female","mobile","bottom","entertaiment","evening",0,5267
1685,"user1685",21,"female","desktop","bottom","education","morning",0,5268
6838,"user6838",54,"non-binary","tablet","top","shopping","morning",0,5270
6715,"user6715",41,"male","desktop","side","shopping","morning",0,5271
4456,"user4456",40,"non-binary","mobile","top","entertaiment","morning",0,5272
4725,"user4725",40,"female","mobile","top","entertainment","morning",0,5273
6596,"user6596",24,"male","desktop","top","shopping","evening",0,5274
975,"user975",40,"non-binary","tablet","bottom","entertaiment","evening",0,5277
2714,"user2714",51,"female","desktop","bottom","entertaiment","evening",0,5279
2477,"user2477",40,"female","mobile","top","entertainment","afternoon",0,5280
7947,"user7947",40,"female","mobile","bottom","entertainment","morning",0,5281
8452,"user8452",47,"non-binary","desktop","bottom","education","night",0,5284
8653,"user8653",37,"female","tablet","side","news","morning",0,5286
3999,"user3999",32,"female","tablet","top","entertainment","night",0,5289
7679,"user7679",40,"female","desktop","bottom","entertainment","afternoon",0,5293
1072,"user1072",40,"non-binary","desktop","bottom","entertaiment","afternoon",0,5295
9629,"user9629",36,"female","tablet","bottom","news","morning",0,5299
6393,"user6393",40,"female","desktop","bottom","entertaiment","morning",0,5301
2356,"user2356",40,"female","mobile","side","entertaiment","night",0,5305
9016,"user9016",28,"female","mobile","bottom","entertaiment","afternoon",0,5316
2654,"user2654",24,"female","desktop","bottom","entertaiment","morning",0,5318
3953,"user3953",25,"female","tablet","top","education","afternoon",0,5319
6370,"user6370",40,"female","mobile","top","news","afternoon",0,5324
637,"user637",47,"female","desktop","top","entertaiment","morning",0,5325
8076,"user8076",40,"female","tablet","side","news","evening",0,5326
1123,"user1123",40,"non-binary","desktop","side","education","night",0,5327
4465,"user4465",36,"male","mobile","side","entertaiment","evening",0,5329
268,"user268",40,"non-binary","desktop","bottom","shopping","night",0,5330
8009,"user8009",40,"female","desktop","bottom","entertaiment","afternoon",0,5331
3965,"user3965",34,"female","desktop","bottom","entertaiment","evening",0,5332
1816,"user1816",40,"female","desktop","bottom","entertaiment","morning",0,5337
5810,"user5810",25,"non-binary","mobile","bottom","news","morning",0,5338
2642,"user2642",46,"female","desktop","bottom","entertaiment","afternoon",0,5340
4106,"user4106",40,"non-binary","desktop","top","entertainment","evening",0,5341
6929,"user6929",40,"female","tablet","side","shopping","night",0,5343
1495,"user1495",40,"female","tablet","top","shopping","afternoon",0,5345
5111,"user5111",40,"male","mobile","bottom","entertainment","night",0,5347
2159,"user2159",29,"female","mobile","top","news","morning",0,5349
6260,"user6260",37,"female","tablet","top","entertaiment","afternoon",0,5350
9261,"user9261",25,"male","mobile","bottom","news","night",0,5351
2382,"user2382",36,"female","tablet","bottom","entertaiment","morning",0,5353
8856,"user8856",40,"female","tablet","bottom","education","afternoon",0,5357
7758,"user7758",37,"female","mobile","bottom","entertaiment","morning",0,5358
2458,"user2458",40,"non-binary","tablet","side","entertaiment","afternoon",0,5360
3595,"user3595",40,"female","desktop","bottom","entertaiment","evening",0,5362
6410,"user6410",40,"non-binary","tablet","top","entertaiment","afternoon",0,5367
7480,"user7480",61,"female","desktop","bottom","social media","evening",0,5368
1137,"user1137",40,"female","tablet","bottom","entertaiment","evening",0,5373
1268,"user1268",21,"female","tablet","side","education","afternoon",0,5374
2600,"user2600",40,"female","tablet","bottom","entertaiment","morning",0,5379
6836,"user6836",40,"male","mobile","side","entertainment","morning",0,5385
125,"user125",40,"non-binary","mobile","bottom","education","morning",0,5391
6195,"user6195",25,"female","tablet","top","shopping","morning",0,5397
95,"user95",40,"non-binary","desktop","side","shopping","morning",0,5401
8425,"user8425",54,"female","tablet","bottom","entertaiment","evening",0,5404
1588,"user1588",38,"non-binary","mobile","top","entertaiment","morning",0,5412
9931,"user9931",60,"female","desktop","bottom","news","morning",0,5418
6693,"user6693",51,"male","mobile","bottom","social media","evening",0,5421
9389,"user9389",40,"male","tablet","bottom","entertainment","afternoon",0,5424
6197,"user6197",51,"female","desktop","side","social media","evening",0,5426
1014,"user1014",40,"non-binary","tablet","bottom","entertaiment","morning",0,5427
9207,"user9207",54,"female","tablet","top","shopping","morning",0,5429
9514,"user9514",40,"female","mobile","side","entertaiment","morning",0,5432
1117,"user1117",40,"female","mobile","bottom","entertaiment","morning",0,5434
6756,"user6756",29,"non-binary","tablet","side","entertaiment","night",0,5435
2265,"user2265",40,"female","desktop","bottom","entertaiment","night",0,5441
706,"user706",37,"female","desktop","top","education","morning",0,5446
2267,"user2267",40,"male","desktop","bottom","entertaiment","afternoon",0,5448
9944,"user9944",47,"male","desktop","bottom","entertaiment","night",0,5449
9963,"user9963",25,"female","mobile","bottom","education","night",0,5451
2296,"user2296",40,"male","desktop","side","entertaiment","night",0,5453
8497,"user8497",40,"female","mobile","bottom","entertaiment","evening",0,5455
1455,"user1455",40,"female","tablet","bottom","entertaiment","evening",0,5459
7020,"user7020",40,"non-binary","desktop","side","entertaiment","morning",0,5461
6790,"user6790",40,"female","mobile","bottom","news","night",0,5463
5994,"user5994",40,"male","desktop","top","social media","morning",0,5465
9924,"user9924",40,"non-binary","desktop","top","news","morning",0,5471
3313,"user3313",37,"female","mobile","bottom","news","afternoon",0,5472
7292,"user7292",18,"female","desktop","side","entertaiment","morning",0,5474
3747,"user3747",58,"non-binary","desktop","bottom","social media","night",0,5476
2759,"user2759",37,"female","tablet","bottom","entertainment","morning",0,5478
8028,"user8028",53,"male","desktop","bottom","social media","evening",0,5487
2878,"user2878",40,"female","mobile","bottom","entertaiment","morning",0,5488
1709,"user1709",40,"female","mobile","bottom","education","afternoon",0,5492
3174,"user3174",48,"female","desktop","side","news","night",0,5493
4494,"user4494",25,"female","desktop","bottom","education","morning",0,5495
3182,"user3182",45,"female","desktop","top","social media","morning",0,5497
9212,"user9212",61,"female","tablet","bottom","shopping","morning",0,5501
6390,"user6390",46,"male","mobile","bottom","entertaiment","morning",0,5510
8982,"user8982",40,"female","desktop","bottom","entertaiment","evening",0,5512
2975,"user2975",42,"female","desktop","bottom","entertaiment","night",0,5518
8769,"user8769",60,"non-binary","mobile","side","entertaiment","evening",0,5520
5962,"user5962",41,"non-binary","tablet","top","entertaiment","afternoon",0,5521
8285,"user8285",40,"male","tablet","bottom","entertaiment","morning",0,5525
7168,"user7168",38,"female","desktop","top","entertainment","evening",0,5529
6967,"user6967",40,"female","desktop","side","entertainment","morning",0,5530
7508,"user7508",40,"non-binary","tablet","bottom","entertaiment","evening",0,5531
1723,"user1723",40,"male","tablet","top","news","morning",0,5536
5727,"user5727",18,"female","desktop","side","shopping","morning",0,5539
6925,"user6925",40,"female","mobile","bottom","entertaiment","afternoon",0,5542
8820,"user8820",40,"non-binary","desktop","bottom","shopping","morning",0,5546
3982,"user3982",22,"female","tablet","bottom","education","morning",0,5548
3108,"user3108",40,"female","tablet","bottom","shopping","morning",0,5558
1957,"user1957",40,"non-binary","desktop","bottom","entertaiment","evening",0,5561
5177,"user5177",40,"female","tablet","top","shopping","night",0,5563
8296,"user8296",40,"female","mobile","top","shopping","morning",0,5565
4321,"user4321",55,"male","desktop","bottom","shopping","afternoon",0,5567
73,"user73",42,"non-binary","desktop","bottom","news","morning",0,5569
4119,"user4119",30,"non-binary","desktop","top","entertaiment","night",0,5570
7683,"user7683",47,"male","desktop","bottom","entertainment","afternoon",0,5572
4244,"user4244",40,"female","desktop","side","education","evening",0,5579
1021,"user1021",47,"non-binary","mobile","side","news","morning",0,5580
9059,"user9059",47,"female","mobile","bottom","shopping","morning",0,5581
6622,"user6622",40,"male","tablet","bottom","entertainment","night",0,5585
9838,"user9838",19,"non-binary","desktop","bottom","entertaiment","afternoon",0,5587
8717,"user8717",40,"female","tablet","bottom","entertaiment","morning",0,5593
1482,"user1482",40,"female","desktop","top","shopping","afternoon",0,5595
8536,"user8536",40,"female","tablet","side","entertaiment","afternoon",0,5599
8046,"user8046",20,"female","desktop","bottom","entertaiment","night",0,5612
8884,"user8884",40,"female","mobile","bottom","social media","evening",0,5614
9304,"user9304",40,"male","tablet","top","shopping","evening",0,5617
484,"user484",40,"female","desktop","side","education","morning",0,5621
2479,"user2479",40,"female","desktop","top","entertainment","morning",0,5623
2122,"user2122",62,"non-binary","tablet","side","shopping","night",0,5624
1410,"user1410",19,"female","desktop","top","shopping","evening",0,5630
5374,"user5374",40,"non-binary","mobile","side","entertaiment","evening",0,5631
4495,"user4495",37,"female","mobile","side","news","morning",0,5642
1000,"user1000",40,"female","desktop","side","entertaiment","afternoon",0,5645
8748,"user8748",40,"female","desktop","side","entertaiment","night",0,5648
3287,"user3287",24,"male","mobile","bottom","entertaiment","morning",0,5651
6216,"user6216",40,"non-binary","desktop","top","entertaiment","morning",0,5653
9619,"user9619",45,"female","mobile","side","entertainment","night",0,5657
5309,"user5309",63,"female","desktop","bottom","social media","evening",0,5658
8627,"user8627",19,"male","desktop","top","education","afternoon",0,5661
7981,"user7981",40,"female","tablet","top","entertaiment","morning",0,5663
4133,"user4133",40,"female","desktop","bottom","entertaiment","morning",0,5664
8430,"user8430",47,"female","desktop","bottom","entertaiment","afternoon",0,5667
1839,"user1839",56,"non-binary","desktop","top","shopping","morning",0,5668
9531,"user9531",40,"female","mobile","side","entertaiment","evening",0,5675
4970,"user4970",25,"non-binary","desktop","side","news","morning",0,5678
1576,"user1576",45,"female","tablet","bottom","entertainment","afternoon",0,5682
3643,"user3643",20,"male","desktop","bottom","news","afternoon",0,5688
5907,"user5907",61,"non-binary","mobile","top","entertaiment","afternoon",0,5689
9668,"user9668",40,"female","mobile","bottom","social media","morning",0,5693
8922,"user8922",26,"non-binary","mobile","side","entertaiment","evening",0,5695
4891,"user4891",45,"female","desktop","bottom","education","afternoon",0,5696
3863,"user3863",40,"non-binary","tablet","side","entertaiment","morning",0,5697
4272,"user4272",40,"female","desktop","top","entertainment","afternoon",0,5698
9200,"user9200",40,"non-binary","desktop","side","entertainment","morning",0,5708
1707,"user1707",40,"female","mobile","top","social media","afternoon",0,5709
1868,"user1868",46,"non-binary","desktop","top","education","morning",0,5710
2288,"user2288",40,"female","desktop","top","shopping","morning",0,5716
5609,"user5609",28,"female","mobile","bottom","shopping","afternoon",0,5717
3640,"user3640",40,"female","desktop","side","news","afternoon",0,5719
7583,"user7583",24,"female","tablet","side","entertaiment","night",0,5720
1797,"user1797",27,"female","tablet","bottom","entertaiment","morning",0,5722
5684,"user5684",56,"male","tablet","side","entertaiment","evening",0,5723
5351,"user5351",40,"male","tablet","bottom","entertaiment","afternoon",0,5727
8761,"user8761",43,"male","desktop","bottom","education","afternoon",0,5730
4833,"user4833",40,"female","desktop","bottom","entertaiment","evening",0,5736
9270,"user9270",40,"male","desktop","side","entertaiment","morning",0,5738
9503,"user9503",40,"female","desktop","side","entertaiment","evening",0,5739
7055,"user7055",40,"female","desktop","bottom","entertaiment","morning",0,5740
5216,"user5216",40,"female","tablet","top","entertainment","morning",0,5741
8765,"user8765",40,"male","mobile","top","news","evening",0,5742
4776,"user4776",27,"female","desktop","bottom","social media","afternoon",0,5747
7038,"user7038",40,"female","tablet","side","news","morning",0,5748
654,"user654",45,"female","desktop","side","social media","afternoon",0,5750
9101,"user9101",40,"female","desktop","top","entertaiment","afternoon",0,5752
8273,"user8273",22,"male","tablet","bottom","entertaiment","night",0,5754
4593,"user4593",54,"male","desktop","side","news","evening",0,5756
5533,"user5533",22,"male","tablet","bottom","entertaiment","afternoon",0,5764
1160,"user1160",48,"female","desktop","side","entertaiment","afternoon",0,5769
7890,"user7890",40,"non-binary","tablet","side","entertainment","morning",0,5770
8445,"user8445",40,"female","desktop","side","entertaiment","night",0,5773
7769,"user7769",40,"female","desktop","bottom","entertaiment","evening",0,5780
5757,"user5757",40,"female","mobile","side","shopping","morning",0,5781
2380,"user2380",40,"non-binary","desktop","side","education","evening",0,5782
3372,"user3372",54,"female","tablet","top","social media","morning",0,5783
9603,"user9603",28,"non-binary","tablet","bottom","education","afternoon",0,5785
4171,"user4171",25,"female","desktop","side","entertaiment","morning",0,5786
8439,"user8439",58,"female","desktop","bottom","education","morning",0,5789
5777,"user5777",42,"female","tablet","bottom","shopping","night",0,5791
8335,"user8335",40,"female","desktop","bottom","education","evening",0,5794
9512,"user9512",40,"non-binary","tablet","bottom","entertaiment","afternoon",0,5798
5760,"user5760",47,"female","desktop","bottom","entertaiment","afternoon",0,5806
7605,"user7605",48,"female","tablet","top","education","morning",0,5807
498,"user498",32,"non-binary","desktop","bottom","news","night",0,5815
7630,"user7630",23,"non-binary","desktop","top","entertainment","morning",0,5816
3945,"user3945",40,"female","desktop","side","social media","morning",0,5818
334,"user334",40,"non-binary","desktop","top","news","afternoon",0,5821
3775,"user3775",37,"female","tablet","bottom","entertaiment","morning",0,5826
4233,"user4233",44,"female","desktop","top","entertaiment","morning",0,5833
3583,"user3583",28,"female","mobile","side","entertaiment","morning",0,5836
4053,"user4053",40,"female","desktop","side","entertaiment","evening",0,5838
470,"user470",24,"male","mobile","side","news","evening",0,5841
9835,"user9835",40,"female","desktop","bottom","entertaiment","evening",0,5843
6412,"user6412",46,"male","desktop","top","social media","night",0,5844
1749,"user1749",40,"non-binary","desktop","bottom","entertaiment","evening",0,5846
1029,"user1029",40,"female","mobile","bottom","entertaiment","night",0,5850
8025,"user8025",40,"female","desktop","bottom","entertainment","afternoon",0,5851
2774,"user2774",40,"female","desktop","top","news","evening",0,5852
1494,"user1494",18,"male","desktop","bottom","entertaiment","evening",0,5854
3463,"user3463",25,"female","tablet","bottom","education","morning",0,5855
8432,"user8432",44,"female","tablet","bottom","social media","night",0,5857
4484,"user4484",48,"female","desktop","bottom","education","afternoon",0,5859
1684,"user1684",57,"female","mobile","side","shopping","afternoon",0,5862
2825,"user2825",40,"male","desktop","bottom","entertaiment","evening",0,5864
9946,"user9946",46,"female","tablet","side","entertaiment","evening",0,5871
4273,"user4273",40,"non-binary","tablet","bottom","entertainment","evening",0,5872
9829,"user9829",40,"non-binary","tablet","bottom","entertaiment","morning",0,5876
1017,"user1017",40,"female","mobile","top","entertaiment","night",0,5879
2897,"user2897",52,"male","desktop","bottom","entertaiment","afternoon",0,5882
2981,"user2981",37,"non-binary","tablet","side","entertaiment","evening",0,5883
8890,"user8890",44,"female","tablet","bottom","entertaiment","night",0,5886
5273,"user5273",64,"female","desktop","bottom","news","morning",0,5887
7324,"user7324",40,"female","mobile","side","education","evening",0,5888
421,"user421",31,"non-binary","desktop","side","shopping","morning",0,5891
740,"user740",47,"female","tablet","side","entertaiment","evening",0,5893
6113,"user6113",22,"male","mobile","bottom","education","morning",0,5899
6616,"user6616",63,"male","desktop","bottom","entertaiment","evening",0,5900
3565,"user3565",62,"female","desktop","side","entertaiment","evening",0,5905
5529,"user5529",21,"female","desktop","side","shopping","morning",0,5908
3928,"user3928",40,"non-binary","mobile","side","shopping","morning",0,5911
2235,"user2235",40,"non-binary","desktop","bottom","news","afternoon",0,5912
2083,"user2083",60,"female","desktop","top","news","afternoon",0,5916
496,"user496",40,"male","tablet","side","entertaiment","night",0,5917
3610,"user3610",40,"male","desktop","bottom","entertaiment","night",0,5921
1752,"user1752",44,"female","mobile","bottom","entertaiment","morning",0,5928
8794,"user8794",45,"non-binary","desktop","top","social media","morning",0,5930
6128,"user6128",40,"female","desktop","top","entertaiment","morning",0,5931
185,"user185",52,"female","mobile","top","entertaiment","morning",0,5934
6984,"user6984",55,"male","tablet","bottom","news","morning",0,5935
3309,"user3309",40,"female","desktop","bottom","entertaiment","night",0,5946
3837,"user3837",23,"female","desktop","top","social media","afternoon",0,5952
3972,"user3972",19,"female","mobile","top","entertaiment","morning",0,5953
7340,"user7340",40,"non-binary","desktop","bottom","shopping","evening",0,5954
2234,"user2234",40,"female","desktop","top","news","night",0,5956
